Processed_Tweet,Tokenized_Tweet
menolak pemakaman jenazah pasien covid takut sumber air tercemar bukan foto saya btw,"['menolak', 'pemakaman', 'jenazah', 'pasien', 'covid', 'takut', 'sumber', 'air', 'tercemar', 'bukan', 'foto', 'saya', 'btw']"
perusahaan farmasi indonesia pt dexa medica telah siap memproduksi obat pasien corona covid obat jenis hydroxy chloroquine ini akan disalurkan ke sekitar pasien di seluruh tanah airdirektur pt dexa,"['perusahaan', 'farmasi', 'indonesia', 'pt', 'dexa', 'medica', 'telah', 'siap', 'memproduksi', 'obat', 'pasien', 'corona', 'covid', 'obat', 'jenis', 'hydroxy', 'chloroquine', 'ini', 'akan', 'disalurkan', 'ke', 'sekitar', 'pasien', 'di', 'seluruh', 'tanah', 'airdirektur', 'pt', 'dexa']"
warga pendatang udah patuh gak mudik keluar rumah cuma buat cari makan atau sembako yg warga lokal asik aja kongko main kapan mau kelar ya covid kalo gini,"['warga', 'pendatang', 'udah', 'patuh', 'gak', 'mudik', 'keluar', 'rumah', 'cuma', 'buat', 'cari', 'makan', 'atau', 'sembako', 'yg', 'warga', 'lokal', 'asik', 'aja', 'kongko', 'main', 'kapan', 'mau', 'kelar', 'ya', 'covid', 'kalo', 'gini']"
hi suroboyokusemangat menghadapi pandemi covid mari sedikit berbagi untuk para pejuang medis dan beberapa yang membutuhkan bantuan makanan dengan cara membeli hungry box rp saja di fresqa bistro,"['hi', 'suroboyokusemangat', 'menghadapi', 'pandemi', 'covid', 'mari', 'sedikit', 'berbagi', 'untuk', 'para', 'pejuang', 'medis', 'dan', 'beberapa', 'yang', 'membutuhkan', 'bantuan', 'makanan', 'dengan', 'cara', 'membeli', 'hungry', 'box', 'rp', 'saja', 'di', 'fresqa', 'bistro']"
april update infografis sebaran virus covid wilayah kaltim,"['april', 'update', 'infografis', 'sebaran', 'virus', 'covid', 'wilayah', 'kaltim']"
aparat desa srimahi tambun bekasi gandeng bem stai attaqwa cegah covid,"['aparat', 'desa', 'srimahi', 'tambun', 'bekasi', 'gandeng', 'bem', 'stai', 'attaqwa', 'cegah', 'covid']"
pengen rasanya nebar tanah suci ke rumah orangorang yang nolak jenazah pasien covid biar rumahnya buat berdoa orang terus huffttt,"['pengen', 'rasanya', 'nebar', 'tanah', 'suci', 'ke', 'rumah', 'orangorang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'biar', 'rumahnya', 'buat', 'berdoa', 'orang', 'terus', 'huffttt']"
syarat penerima bantuan covid di bangka belitung harus beragama islam,"['syarat', 'penerima', 'bantuan', 'covid', 'di', 'bangka', 'belitung', 'harus', 'beragama', 'islam']"
update informasi terkait situasi covid berdasarkan data dari dinas kesehatan kabupaten klaten per sabtu pk wib cc a thread,"['update', 'informasi', 'terkait', 'situasi', 'covid', 'berdasarkan', 'data', 'dari', 'dinas', 'kesehatan', 'kabupaten', 'klaten', 'per', 'sabtu', 'pk', 'wib', 'cc', 'a', 'thread']"
tersebar surat yg isinya penerima bantuan c harus beragama islamcc,"['tersebar', 'surat', 'yg', 'isinya', 'penerima', 'bantuan', 'c', 'harus', 'beragama', 'islamcc']"
sebanyak warga provinsi gorontalo terindikasi positif covid usai mengikuti rapid test,"['sebanyak', 'warga', 'provinsi', 'gorontalo', 'terindikasi', 'positif', 'covid', 'usai', 'mengikuti', 'rapid', 'test']"
ditengah covid bmi tetap istiqomah memberikan bantuan rumah layak huni,"['ditengah', 'covid', 'bmi', 'tetap', 'istiqomah', 'memberikan', 'bantuan', 'rumah', 'layak', 'huni']"
atas nama masyarakat dan negara saya mengucapkan terima kasih memberikan penghargaan setinggitingginya kepada para dokter perawat tenaga medis tni polri sukarelawan yg bersinergi dalam penanganan penyebaran covid,"['atas', 'nama', 'masyarakat', 'dan', 'negara', 'saya', 'mengucapkan', 'terima', 'kasih', 'memberikan', 'penghargaan', 'setinggitingginya', 'kepada', 'para', 'dokter', 'perawat', 'tenaga', 'medis', 'tni', 'polri', 'sukarelawan', 'yg', 'bersinergi', 'dalam', 'penanganan', 'penyebaran', 'covid']"
saya berdoa semoga wabah pandemi covid di segala penjuru nusantara dan dunia cepat berakhir amiin siap mendukung program pemerintah untuk menunda mudik tahun ini bersama kita bisa,"['saya', 'berdoa', 'semoga', 'wabah', 'pandemi', 'covid', 'di', 'segala', 'penjuru', 'nusantara', 'dan', 'dunia', 'cepat', 'berakhir', 'amiin', 'siap', 'mendukung', 'program', 'pemerintah', 'untuk', 'menunda', 'mudik', 'tahun', 'ini', 'bersama', 'kita', 'bisa']"
google dan apple berkolaborasi untuk membuat sistem pelacak penyebaran virus corona baru covid yang berpotensi menjangkau sepertiga populasi duniaselengkapnya,"['google', 'dan', 'apple', 'berkolaborasi', 'untuk', 'membuat', 'sistem', 'pelacak', 'penyebaran', 'virus', 'corona', 'baru', 'covid', 'yang', 'berpotensi', 'menjangkau', 'sepertiga', 'populasi', 'duniaselengkapnya']"
perluas akses belajar di masa covid mendikbud luncurkan program belajar dari rumah di tvri lewat,"['perluas', 'akses', 'belajar', 'di', 'masa', 'covid', 'mendikbud', 'luncurkan', 'program', 'belajar', 'dari', 'rumah', 'di', 'tvri', 'lewat']"
fakhrul zaman sampaikan mesej patuhi pkp menerusi lukisan mural,"['fakhrul', 'zaman', 'sampaikan', 'mesej', 'patuhi', 'pkp', 'menerusi', 'lukisan', 'mural']"
polres kabupaten madiun susun strategi untuk mencegah penyebaran covid di wilayahnya pikiran rakyat,"['polres', 'kabupaten', 'madiun', 'susun', 'strategi', 'untuk', 'mencegah', 'penyebaran', 'covid', 'di', 'wilayahnya', 'pikiran', 'rakyat']"
pasien covid meninggal di indonesia bertambah sembuh,"['pasien', 'covid', 'meninggal', 'di', 'indonesia', 'bertambah', 'sembuh']"
ini yang membuat mamah aing maksa maksa aing untuk mengundurkan diri jadi tim covid,"['ini', 'yang', 'membuat', 'mamah', 'aing', 'maksa', 'maksa', 'aing', 'untuk', 'mengundurkan', 'diri', 'jadi', 'tim', 'covid']"
kasus covid di indonesia bertambah total orang,"['kasus', 'covid', 'di', 'indonesia', 'bertambah', 'total', 'orang']"
semoga ada planning indah dari allah lainnya untuk kak ran dan semua army berdoa banyak agar covid ni lekas pergi dr bumi kita,"['semoga', 'ada', 'planning', 'indah', 'dari', 'allah', 'lainnya', 'untuk', 'kak', 'ran', 'dan', 'semua', 'army', 'berdoa', 'banyak', 'agar', 'covid', 'ni', 'lekas', 'pergi', 'dr', 'bumi', 'kita']"
per tahun covid nya diapgred,"['per', 'tahun', 'covid', 'nya', 'diapgred']"
aa warga duri dinyatakan sembuh dari covid,"['aa', 'warga', 'duri', 'dinyatakan', 'sembuh', 'dari', 'covid']"
pb hmi dan bakornas lkmi menyerahkan bantuan berupa snak dan hand sanitizer kepada temanteman relawan dapur rakyat yang di inisiasi oleh mahasiswa ciputat dimasa pandemi covidtrimakasih kepada seluruh pihak,"['pb', 'hmi', 'dan', 'bakornas', 'lkmi', 'menyerahkan', 'bantuan', 'berupa', 'snak', 'dan', 'hand', 'sanitizer', 'kepada', 'temanteman', 'relawan', 'dapur', 'rakyat', 'yang', 'di', 'inisiasi', 'oleh', 'mahasiswa', 'ciputat', 'dimasa', 'pandemi', 'covidtrimakasih', 'kepada', 'seluruh', 'pihak']"
kegiatan selama covid,"['kegiatan', 'selama', 'covid']"
aku sakit kepala diakun sebelah isinya covid pemerintah pansos deel yaudah mending menepi disini ditemani asupan oppa oppa tamvan yg lewat di tiel,"['aku', 'sakit', 'kepala', 'diakun', 'sebelah', 'isinya', 'covid', 'pemerintah', 'pansos', 'deel', 'yaudah', 'mending', 'menepi', 'disini', 'ditemani', 'asupan', 'oppa', 'oppa', 'tamvan', 'yg', 'lewat', 'di', 'tiel']"
eh baru nyadar virus covid bisa bertahan lama di air ga jadi jdi paus ah mau naik roket aja ke saturnus,"['eh', 'baru', 'nyadar', 'virus', 'covid', 'bisa', 'bertahan', 'lama', 'di', 'air', 'ga', 'jadi', 'jdi', 'paus', 'ah', 'mau', 'naik', 'roket', 'aja', 'ke', 'saturnus']"
takut kena covid si bpknya,"['takut', 'kena', 'covid', 'si', 'bpknya']"
siap pak menteri kaltim siaplawan covid,"['siap', 'pak', 'menteri', 'kaltim', 'siaplawan', 'covid']"
jumlah napi yang telah dilepaskurang berat gimana lagi beban rakyat harus waspada dg covid plus ditambah waswas dengan virus masyarakat kalo ada apa yg dipanggil skrg pun bukan cuma polisi mesti ada tenakesnya,"['jumlah', 'napi', 'yang', 'telah', 'dilepaskurang', 'berat', 'gimana', 'lagi', 'beban', 'rakyat', 'harus', 'waspada', 'dg', 'covid', 'plus', 'ditambah', 'waswas', 'dengan', 'virus', 'masyarakat', 'kalo', 'ada', 'apa', 'yg', 'dipanggil', 'skrg', 'pun', 'bukan', 'cuma', 'polisi', 'mesti', 'ada', 'tenakesnya']"
update data terbaru covid di indonesia pada tanggal april total orang sembuh orang meninggal dunia orang,"['update', 'data', 'terbaru', 'covid', 'di', 'indonesia', 'pada', 'tanggal', 'april', 'total', 'orang', 'sembuh', 'orang', 'meninggal', 'dunia', 'orang']"
kepedulian terhadap masyarakat disaat menyebarnya covid ini yang dilakukan manajer kebun gunung para,"['kepedulian', 'terhadap', 'masyarakat', 'disaat', 'menyebarnya', 'covid', 'ini', 'yang', 'dilakukan', 'manajer', 'kebun', 'gunung', 'para']"
terlalu fokus lu semua sm covid baby krakatau dan indigo sampe lupa klo garaga udaah ditemuin lagi,"['terlalu', 'fokus', 'lu', 'semua', 'sm', 'covid', 'baby', 'krakatau', 'dan', 'indigo', 'sampe', 'lupa', 'klo', 'garaga', 'udaah', 'ditemuin', 'lagi']"
mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dengan tetap di rumah jangan mudik gunakan masker jaga kebersihan serta cuci tangan,"['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'dengan', 'tetap', 'di', 'rumah', 'jangan', 'mudik', 'gunakan', 'masker', 'jaga', 'kebersihan', 'serta', 'cuci', 'tangan']"
pengen bersin kali tapi takut di bilangin covid,"['pengen', 'bersin', 'kali', 'tapi', 'takut', 'di', 'bilangin', 'covid']"
baru kali ini gue kepengen potong rambut ke salon krn pgn model baru tp krn si covid ini ujungnya potong lagi sendiri dirumah dgn model flat oh what a life,"['baru', 'kali', 'ini', 'gue', 'kepengen', 'potong', 'rambut', 'ke', 'salon', 'krn', 'pgn', 'model', 'baru', 'tp', 'krn', 'si', 'covid', 'ini', 'ujungnya', 'potong', 'lagi', 'sendiri', 'dirumah', 'dgn', 'model', 'flat', 'oh', 'what', 'a', 'life']"
covid mempersulit semuanya,"['covid', 'mempersulit', 'semuanya']"
tentang aku kamu dia dan covid,"['tentang', 'aku', 'kamu', 'dia', 'dan', 'covid']"
lawan corona covid paulo sergio kita harus berkolaborasi dengan pemerintah,"['lawan', 'corona', 'covid', 'paulo', 'sergio', 'kita', 'harus', 'berkolaborasi', 'dengan', 'pemerintah']"
kayaknya masyarakat masyarakat terpencil atau di pelosok harus di bimbing atau di sosialisasikan tentang covid jangan menjadi masyarakat yang sok tahu dan gampang terprovokasi dari oknum yang salah,"['kayaknya', 'masyarakat', 'masyarakat', 'terpencil', 'atau', 'di', 'pelosok', 'harus', 'di', 'bimbing', 'atau', 'di', 'sosialisasikan', 'tentang', 'covid', 'jangan', 'menjadi', 'masyarakat', 'yang', 'sok', 'tahu', 'dan', 'gampang', 'terprovokasi', 'dari', 'oknum', 'yang', 'salah']"
tahun yang cantik berharap semua impiann terkabulkan namun nyatanya impian itu bersembunyi di dalam rumah karantinaaa,"['tahun', 'yang', 'cantik', 'berharap', 'semua', 'impiann', 'terkabulkan', 'namun', 'nyatanya', 'impian', 'itu', 'bersembunyi', 'di', 'dalam', 'rumah', 'karantinaaa']"
seorang pasien dalam pengawasan pdp covid di samarinda mengamuk dan mengancam petugas medis dengan pecahan kaca pasien yang diketahui pernah mengikuti ijtima di gowa,"['seorang', 'pasien', 'dalam', 'pengawasan', 'pdp', 'covid', 'di', 'samarinda', 'mengamuk', 'dan', 'mengancam', 'petugas', 'medis', 'dengan', 'pecahan', 'kaca', 'pasien', 'yang', 'diketahui', 'pernah', 'mengikuti', 'ijtima', 'di', 'gowa']"
kemudahan kredit saya rasa tak ada gunanya kalo usaha mereka terhenti yg di butuhkan mereka adalah bagaimana bisa makan untuk setiap harinya memberikan kredit sama saja menambah beban hidup mereka para umkm di tengah wabah covid,"['kemudahan', 'kredit', 'saya', 'rasa', 'tak', 'ada', 'gunanya', 'kalo', 'usaha', 'mereka', 'terhenti', 'yg', 'di', 'butuhkan', 'mereka', 'adalah', 'bagaimana', 'bisa', 'makan', 'untuk', 'setiap', 'harinya', 'memberikan', 'kredit', 'sama', 'saja', 'menambah', 'beban', 'hidup', 'mereka', 'para', 'umkm', 'di', 'tengah', 'wabah', 'covid']"
nih update terbaru kasus covid kota bontang stay tuned ya,"['nih', 'update', 'terbaru', 'kasus', 'covid', 'kota', 'bontang', 'stay', 'tuned', 'ya']"
pemkot malang tepis anggapan tak peka penanganan wabah covid,"['pemkot', 'malang', 'tepis', 'anggapan', 'tak', 'peka', 'penanganan', 'wabah', 'covid']"
sebanyak lagi kematian dalam tempoh jam di indonesia,"['sebanyak', 'lagi', 'kematian', 'dalam', 'tempoh', 'jam', 'di', 'indonesia']"
baru diketahui ketua fraksi golkar dprd sumut meninggal akibat covid,"['baru', 'diketahui', 'ketua', 'fraksi', 'golkar', 'dprd', 'sumut', 'meninggal', 'akibat', 'covid']"
karantina kesekian hari makan tidur ml coli ga mandi ga ganti kancut jamuran deh yg penting ga covid,"['karantina', 'kesekian', 'hari', 'makan', 'tidur', 'ml', 'coli', 'ga', 'mandi', 'ga', 'ganti', 'kancut', 'jamuran', 'deh', 'yg', 'penting', 'ga', 'covid']"
mungkin covid ingin mengajarkan apa itu halal gap,"['mungkin', 'covid', 'ingin', 'mengajarkan', 'apa', 'itu', 'halal', 'gap']"
sejak covid udah punya ternak semut sekarang yaa,"['sejak', 'covid', 'udah', 'punya', 'ternak', 'semut', 'sekarang', 'yaa']"
wqwq tau sadja c abis covid kelar langsung casting ya qaqaa,"['wqwq', 'tau', 'sadja', 'c', 'abis', 'covid', 'kelar', 'langsung', 'casting', 'ya', 'qaqaa']"
babinsa ikuti rapat muspikel keprabon koordinasi tentang pencegahan covid,"['babinsa', 'ikuti', 'rapat', 'muspikel', 'keprabon', 'koordinasi', 'tentang', 'pencegahan', 'covid']"
salamat datang brewok club ayo sampe covid ini berenti jgan ada yang di cukur,"['salamat', 'datang', 'brewok', 'club', 'ayo', 'sampe', 'covid', 'ini', 'berenti', 'jgan', 'ada', 'yang', 'di', 'cukur']"
gegara covid gua di usir calon mertua ajig,"['gegara', 'covid', 'gua', 'di', 'usir', 'calon', 'mertua', 'ajig']"
kriteria antologi puisi pengalaman menempuh covid penyertaan terbuka kepada staf dan pelajar kokurikulum uitm sahajaseorang peserta boleh menghantar maksimum empat buah puisipuisi hendaklah,"['kriteria', 'antologi', 'puisi', 'pengalaman', 'menempuh', 'covid', 'penyertaan', 'terbuka', 'kepada', 'staf', 'dan', 'pelajar', 'kokurikulum', 'uitm', 'sahajaseorang', 'peserta', 'boleh', 'menghantar', 'maksimum', 'empat', 'buah', 'puisipuisi', 'hendaklah']"
sabtu buntu ga ada yg beda suasana nya dari sabtu yg lalu semenjak covid kepengen seluncurann,"['sabtu', 'buntu', 'ga', 'ada', 'yg', 'beda', 'suasana', 'nya', 'dari', 'sabtu', 'yg', 'lalu', 'semenjak', 'covid', 'kepengen', 'seluncurann']"
di tengah kondisi perekonomian yang sedang mengalami tekanan akibat pandemi covid bea cukai terus membantu pelaku usaha dan masyarakat dengan memberikan berbagai insentif baik fiskal maupun proseduralselengkapnya,"['di', 'tengah', 'kondisi', 'perekonomian', 'yang', 'sedang', 'mengalami', 'tekanan', 'akibat', 'pandemi', 'covid', 'bea', 'cukai', 'terus', 'membantu', 'pelaku', 'usaha', 'dan', 'masyarakat', 'dengan', 'memberikan', 'berbagai', 'insentif', 'baik', 'fiskal', 'maupun', 'proseduralselengkapnya']"
beliau memang layak dilibatkan dalam gugus tugas garda depan penanganan covid bukan begitu mimin,"['beliau', 'memang', 'layak', 'dilibatkan', 'dalam', 'gugus', 'tugas', 'garda', 'depan', 'penanganan', 'covid', 'bukan', 'begitu', 'mimin']"
penyemprotan antiseptic pencegahan virus corona covid di wilkum polsek tiga juhar penyemprotan cairan antisepti dalam rangka pencegahan virus corona covid di desa rumah lengo kecamatan stm hulu kabupaten deli serdang sabtu,"['penyemprotan', 'antiseptic', 'pencegahan', 'virus', 'corona', 'covid', 'di', 'wilkum', 'polsek', 'tiga', 'juhar', 'penyemprotan', 'cairan', 'antisepti', 'dalam', 'rangka', 'pencegahan', 'virus', 'corona', 'covid', 'di', 'desa', 'rumah', 'lengo', 'kecamatan', 'stm', 'hulu', 'kabupaten', 'deli', 'serdang', 'sabtu']"
udah lama nggak testsekalinya testtest covid,"['udah', 'lama', 'nggak', 'testsekalinya', 'testtest', 'covid']"
berbuat baik walaupun mipatidak terasa sudah hampir satu bulan kita semua akibat dari wabah covidbanyak kegiatan yang memang harus tertunda bahkan batal namun semoga niat untuk berbuat baik tetap ada dan tidak hilang ya,"['berbuat', 'baik', 'walaupun', 'mipatidak', 'terasa', 'sudah', 'hampir', 'satu', 'bulan', 'kita', 'semua', 'akibat', 'dari', 'wabah', 'covidbanyak', 'kegiatan', 'yang', 'memang', 'harus', 'tertunda', 'bahkan', 'batal', 'namun', 'semoga', 'niat', 'untuk', 'berbuat', 'baik', 'tetap', 'ada', 'dan', 'tidak', 'hilang', 'ya']"
kalau diserahlan semua kepada mekanisme pasar kejadiannya seperti sekarang ketika daya beli sedang menurun akibat covid harga gula malah naik menjulang karena permainan pengepul,"['kalau', 'diserahlan', 'semua', 'kepada', 'mekanisme', 'pasar', 'kejadiannya', 'seperti', 'sekarang', 'ketika', 'daya', 'beli', 'sedang', 'menurun', 'akibat', 'covid', 'harga', 'gula', 'malah', 'naik', 'menjulang', 'karena', 'permainan', 'pengepul']"
emangnya ojol aja yang kena dampak covid herman deh,"['emangnya', 'ojol', 'aja', 'yang', 'kena', 'dampak', 'covid', 'herman', 'deh']"
tadinya ingin tgl tapi kok semakin parah begini dari hari ke hari kasus wabah covid tabungan dah habis selama bulan d rumah semoga cepat selesai corona pergilah km,"['tadinya', 'ingin', 'tgl', 'tapi', 'kok', 'semakin', 'parah', 'begini', 'dari', 'hari', 'ke', 'hari', 'kasus', 'wabah', 'covid', 'tabungan', 'dah', 'habis', 'selama', 'bulan', 'd', 'rumah', 'semoga', 'cepat', 'selesai', 'corona', 'pergilah', 'km']"
yg xpaham skrg ne perlu visa smpai bila ka or just time covid ne,"['yg', 'xpaham', 'skrg', 'ne', 'perlu', 'visa', 'smpai', 'bila', 'ka', 'or', 'just', 'time', 'covid', 'ne']"
apr ppsb dki jkt krn pandemik covid dimulaiapr dentuman kencang di langit gunung berapi di sumatera dan jawa erupsi,"['apr', 'ppsb', 'dki', 'jkt', 'krn', 'pandemik', 'covid', 'dimulaiapr', 'dentuman', 'kencang', 'di', 'langit', 'gunung', 'berapi', 'di', 'sumatera', 'dan', 'jawa', 'erupsi']"
besok kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat wfh covid nih folks jgn lupa mampir ke ig kami jam besok yaa kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh,"['besok', 'kami', 'sama', 'mau', 'ngulik', 'mitos', 'dan', 'fakta', 'seputar', 'pelecehan', 'seksual', 'online', 'saat', 'wfh', 'covid', 'nih', 'folks', 'jgn', 'lupa', 'mampir', 'ke', 'ig', 'kami', 'jam', 'besok', 'yaa', 'kalo', 'ada', 'yg', 'mau', 'nitip', 'pertanyaan', 'atau', 'mau', 'nitip', 'cerita', 'pengalaman', 'boleh', 'reply', 'twit', 'ini', 'loh']"
temanteman di dpw psi kaltim dan dpd psi samarinda berbagi makanan siap saji ke kang ojol relawan dan wartawan peliput covidayo berbagi di tengah pamdemi,"['temanteman', 'di', 'dpw', 'psi', 'kaltim', 'dan', 'dpd', 'psi', 'samarinda', 'berbagi', 'makanan', 'siap', 'saji', 'ke', 'kang', 'ojol', 'relawan', 'dan', 'wartawan', 'peliput', 'covidayo', 'berbagi', 'di', 'tengah', 'pamdemi']"
salam karate oshdunia sedang diresahkan oleh wabah covid ukm inkai brawijaya bekerja sama dengan actmalang mengajak rekan semua untuk berdonasipengumpulan dana dimulai tanggal april mari berbagi dengan sesama berbagi itu indah bagaimanapun bentuknya,"['salam', 'karate', 'oshdunia', 'sedang', 'diresahkan', 'oleh', 'wabah', 'covid', 'ukm', 'inkai', 'brawijaya', 'bekerja', 'sama', 'dengan', 'actmalang', 'mengajak', 'rekan', 'semua', 'untuk', 'berdonasipengumpulan', 'dana', 'dimulai', 'tanggal', 'april', 'mari', 'berbagi', 'dengan', 'sesama', 'berbagi', 'itu', 'indah', 'bagaimanapun', 'bentuknya']"
halo sobat polri mari kita ketahui bagaimana mencegah penyebaran covid setelah bepergian atau pulang kerja,"['halo', 'sobat', 'polri', 'mari', 'kita', 'ketahui', 'bagaimana', 'mencegah', 'penyebaran', 'covid', 'setelah', 'bepergian', 'atau', 'pulang', 'kerja']"
jogja before covid ya kak ekwkw,"['jogja', 'before', 'covid', 'ya', 'kak', 'ekwkw']"
lek kita kena kurung je gais syukurlah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid,"['lek', 'kita', 'kena', 'kurung', 'je', 'gais', 'syukurlah', 'kita', 'dok', 'malaysia', 'kalau', 'dok', 'korea', 'utara', 'dah', 'lama', 'jadi', 'bangkai', 'kena', 'tembak', 'sebab', 'positive', 'covid']"
bumi hanya sedang memulihkan diri dari bencana yang ditimbulkan diri ini virus yang bahkan lebih berbahaya dari apa yang terjadi,"['bumi', 'hanya', 'sedang', 'memulihkan', 'diri', 'dari', 'bencana', 'yang', 'ditimbulkan', 'diri', 'ini', 'virus', 'yang', 'bahkan', 'lebih', 'berbahaya', 'dari', 'apa', 'yang', 'terjadi']"
total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus and kami penat kerja within pkp season sangat penat,"['total', 'lockdown', 'is', 'impossible', 'tapi', 'bila', 'one', 'by', 'one', 'dilonggarkan', 'takkan', 'membantu', 'rangkaian', 'covid', 'putus', 'and', 'kami', 'penat', 'kerja', 'within', 'pkp', 'season', 'sangat', 'penat']"
tanihub startup ecommerce produkproduk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar selama pandemi covid merebak di indonesia,"['tanihub', 'startup', 'ecommerce', 'produkproduk', 'pertanian', 'mengalami', 'peningkatan', 'penjualan', 'produk', 'tanaman', 'herbal', 'sebesar', 'selama', 'pandemi', 'covid', 'merebak', 'di', 'indonesia']"
scenario terbaik saat ini buat covid jumlah kematiam di angka k orang scenario terburuk di jt orang,"['scenario', 'terbaik', 'saat', 'ini', 'buat', 'covid', 'jumlah', 'kematiam', 'di', 'angka', 'k', 'orang', 'scenario', 'terburuk', 'di', 'jt', 'orang']"
adanya covid manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan bumi pun mungkin sama berupaya membunuh manusia karena dianggap merugikan bumi maybe,"['adanya', 'covid', 'manusia', 'berupaya', 'membunuh', 'virus', 'tersebut', 'dg', 'segala', 'cara', 'untuk', 'karena', 'dianggap', 'merugikan', 'bumi', 'pun', 'mungkin', 'sama', 'berupaya', 'membunuh', 'manusia', 'karena', 'dianggap', 'merugikan', 'bumi', 'maybe']"
antisipasi covid masuk tinada babinsa terus jaga posko di gerbang desa,"['antisipasi', 'covid', 'masuk', 'tinada', 'babinsa', 'terus', 'jaga', 'posko', 'di', 'gerbang', 'desa']"
terkait covid michdan sbg kuasa hukum berpendapat bahwa baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan asyir juga saat ini berusia tahunapa kah pemerintah membebaskan nya,"['terkait', 'covid', 'michdan', 'sbg', 'kuasa', 'hukum', 'berpendapat', 'bahwa', 'baasyir', 'adalah', 'salah', 'satu', 'narapidana', 'yang', 'wajib', 'diprioritaskan', 'karena', 'rentan', 'kesehatan', 'asyir', 'juga', 'saat', 'ini', 'berusia', 'tahunapa', 'kah', 'pemerintah', 'membebaskan', 'nya']"
pkb lebong semangati satuan gugus tugas penangan covid di perbatasan,"['pkb', 'lebong', 'semangati', 'satuan', 'gugus', 'tugas', 'penangan', 'covid', 'di', 'perbatasan']"
small donation big impact kita samasama berdoa pandemik covid ini segera berakhir semoga ada doa dalam kalangan kita dimakbulkan,"['small', 'donation', 'big', 'impact', 'kita', 'samasama', 'berdoa', 'pandemik', 'covid', 'ini', 'segera', 'berakhir', 'semoga', 'ada', 'doa', 'dalam', 'kalangan', 'kita', 'dimakbulkan']"
update covid bengkulu ada tambahan kasus odp,"['update', 'covid', 'bengkulu', 'ada', 'tambahan', 'kasus', 'odp']"
personel satbrimob polda kepri yang bertugas dalam pengamanan pembangunan rumah sakit khusus covid di pulau galang melaksanakan patroli dan menghimbau masyarakat terkait maklumat kapolri sabtu,"['personel', 'satbrimob', 'polda', 'kepri', 'yang', 'bertugas', 'dalam', 'pengamanan', 'pembangunan', 'rumah', 'sakit', 'khusus', 'covid', 'di', 'pulau', 'galang', 'melaksanakan', 'patroli', 'dan', 'menghimbau', 'masyarakat', 'terkait', 'maklumat', 'kapolri', 'sabtu']"
sabtu april wibdata odp pdp dan terkonfirmasi positif covid kota bogor orang dalam pemantauan odp jumlah selesai dalam pemantauan pasien dalam pengawasan pdp,"['sabtu', 'april', 'wibdata', 'odp', 'pdp', 'dan', 'terkonfirmasi', 'positif', 'covid', 'kota', 'bogor', 'orang', 'dalam', 'pemantauan', 'odp', 'jumlah', 'selesai', 'dalam', 'pemantauan', 'pasien', 'dalam', 'pengawasan', 'pdp']"
botak la apa lgi covid pon licin nk hinggap,"['botak', 'la', 'apa', 'lgi', 'covid', 'pon', 'licin', 'nk', 'hinggap']"
disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini disitu malah nolak pemakaman jenazah perawat yg diduga covid saaa ae lu tong tongg,"['disaat', 'orang', 'orang', 'pada', 'mengelukan', 'tenaga', 'medis', 'dan', 'paramedis', 'sbg', 'garda', 'terdepan', 'situasi', 'saat', 'ini', 'disitu', 'malah', 'nolak', 'pemakaman', 'jenazah', 'perawat', 'yg', 'diduga', 'covid', 'saaa', 'ae', 'lu', 'tong', 'tongg']"
kemarin world war katanya mau kiamat sekarang banyak gunung berapi erupsi dan ada covid katanya lagi mau kiamat kiamat itu pasti terjadi tapi hanya allah swt yang tau,"['kemarin', 'world', 'war', 'katanya', 'mau', 'kiamat', 'sekarang', 'banyak', 'gunung', 'berapi', 'erupsi', 'dan', 'ada', 'covid', 'katanya', 'lagi', 'mau', 'kiamat', 'kiamat', 'itu', 'pasti', 'terjadi', 'tapi', 'hanya', 'allah', 'swt', 'yang', 'tau']"
rakyat indonesia cemburu cara malaysia tanggani covid kita bagaimana syukur atau kufur bersama video minda rakyat,"['rakyat', 'indonesia', 'cemburu', 'cara', 'malaysia', 'tanggani', 'covid', 'kita', 'bagaimana', 'syukur', 'atau', 'kufur', 'bersama', 'video', 'minda', 'rakyat']"
mereka cocok di jadikan sebagai kelinci percobaan vaksin covid,"['mereka', 'cocok', 'di', 'jadikan', 'sebagai', 'kelinci', 'percobaan', 'vaksin', 'covid']"
mungkin rindu suasana sebelum negara api menyerang covid,"['mungkin', 'rindu', 'suasana', 'sebelum', 'negara', 'api', 'menyerang', 'covid']"
